,Feature,K,p
355,band_lowlevel.pitch_salience.skew,56.38318245765559,1.2856294653321095e-13
356,band_lowlevel.pitch_salience.stdev,15.039147377402678,0.00011195264515490946
357,band_lowlevel.pitch_salience.var,15.037356385184195,0.00011205739864039716
358,band_lowlevel.silence_rate_20dB.dmean,48.80744945990912,5.049746106854248e-12
359,band_lowlevel.silence_rate_20dB.dmean2,48.039637204042734,7.340050025361427e-12
360,band_lowlevel.silence_rate_20dB.dvar,49.04267872403753,4.503392468130565e-12
361,band_lowlevel.silence_rate_20dB.dvar2,49.86871629033669,3.0131983694641923e-12
362,band_lowlevel.silence_rate_20dB.kurt,51.433108759696495,1.4094026177095978e-12
363,band_lowlevel.silence_rate_20dB.mean,51.94257883539862,1.1008018723900018e-12
364,band_lowlevel.silence_rate_20dB.median,8.76271186440678,0.0031446630733334567
365,band_lowlevel.silence_rate_20dB.skew,51.432014684250035,1.4101510273648316e-12
366,band_lowlevel.silence_rate_20dB.stdev,51.381817371355844,1.4449208043009481e-12
367,band_lowlevel.silence_rate_20dB.var,51.38860969453816,1.4401661968048401e-12
368,band_lowlevel.silence_rate_30dB.dmean,8.738794122675177,0.0031858225215297396
369,band_lowlevel.silence_rate_30dB.dmean2,16.636940714291974,4.873873762183601e-05
370,band_lowlevel.silence_rate_30dB.dvar,12.248052971232234,0.00048559122178911047
371,band_lowlevel.silence_rate_30dB.dvar2,5.937382110007207,0.01499087812866756
372,band_lowlevel.silence_rate_30dB.kurt,3.4562647753866993,0.06329642768696724
373,band_lowlevel.silence_rate_30dB.mean,0.4176377460784805,0.5182615264560018
374,band_lowlevel.silence_rate_30dB.median,94.0,2.471635280947318e-21
375,band_lowlevel.silence_rate_30dB.skew,4.083865483757473,0.04355184817504189
376,band_lowlevel.silence_rate_30dB.stdev,0.6285562348054752,0.4280672599019544
377,band_lowlevel.silence_rate_30dB.var,0.6319588509861276,0.42682013399256724
378,band_lowlevel.silence_rate_60dB.dmean,0.07784281684413685,0.7802981171687533
379,band_lowlevel.silence_rate_60dB.dmean2,0.03219054655357024,0.8576452454361951
380,band_lowlevel.silence_rate_60dB.dvar,0.09741361960061448,0.7550186750805462
381,band_lowlevel.silence_rate_60dB.dvar2,1.5103087319029402,0.2193715891998333
382,band_lowlevel.silence_rate_60dB.kurt,0.39562289373451914,0.5294974058727981
383,band_lowlevel.silence_rate_60dB.mean,51.93082267627923,1.1070951706246831e-12
384,band_lowlevel.silence_rate_60dB.median,40.307036859701384,3.2435077304617505e-10
385,band_lowlevel.silence_rate_60dB.skew,29.752442843693608,6.141349194379241e-08
386,band_lowlevel.silence_rate_60dB.stdev,29.37616605786911,7.416957052976905e-08
387,band_lowlevel.silence_rate_60dB.var,29.579955741022136,6.696196403940077e-08
388,band_lowlevel.spectral_centroid.dmean,2.327384556942791,0.12742109231896037
389,band_lowlevel.spectral_centroid.dmean2,2.0195771955264488,0.1555838768151701
390,band_lowlevel.spectral_centroid.dvar,0.431978188023059,0.5111661420935649
391,band_lowlevel.spectral_centroid.dvar2,3.351678797709437,0.0674241831838234
392,band_lowlevel.spectral_centroid.kurt,55.516457097010544,1.953180665216726e-13
393,band_lowlevel.spectral_centroid.mean,69.78015058374459,2.1133459343688914e-16
394,band_lowlevel.spectral_centroid.median,47.946554140249546,7.680716496931638e-12
395,band_lowlevel.spectral_centroid.skew,96.43625649999328,8.009207571710493e-22
396,band_lowlevel.spectral_centroid.stdev,0.0764245086809254,0.7822578351896999
397,band_lowlevel.spectral_centroid.var,0.0760452767204446,0.782785142576046
398,band_lowlevel.spectral_complexity.dmean,139.80587005617272,2.3955568577285277e-30
399,band_lowlevel.spectral_complexity.dmean2,75.43932779541994,1.4499060880086784e-17
400,band_lowlevel.spectral_complexity.dvar,304.06755376271417,6.805917635030156e-60
401,band_lowlevel.spectral_complexity.dvar2,157.46669788057375,1.0094457227102233e-33
402,band_lowlevel.spectral_complexity.kurt,214.8370746502075,2.4457209222367697e-44
403,band_lowlevel.spectral_complexity.mean,61.6193006813563,1.0371524785382675e-14
404,band_lowlevel.spectral_complexity.median,14.039222080117963,0.00018893661235466086
405,band_lowlevel.spectral_complexity.skew,457.7171426272832,2.2981882522528013e-84
406,band_lowlevel.spectral_complexity.stdev,338.2951558154528,1.3935547691911085e-65
407,band_lowlevel.spectral_complexity.var,338.29886047541174,1.3916054503127082e-65
408,band_lowlevel.spectral_decrease.dmean,8.76271186440678,0.0031446630733334567
409,band_lowlevel.spectral_decrease.dmean2,8.76271186440678,0.0031446630733334567
410,band_lowlevel.spectral_decrease.dvar,8.76271186440678,0.0031446630733334567
411,band_lowlevel.spectral_decrease.dvar2,8.76271186440678,0.0031446630733334567
412,band_lowlevel.spectral_decrease.kurt,156.8030958597848,1.3488307604505403e-33
413,band_lowlevel.spectral_decrease.mean,8.76271186440678,0.0031446630733334567
414,band_lowlevel.spectral_decrease.median,8.76271186440678,0.0031446630733334567
415,band_lowlevel.spectral_decrease.skew,186.7569706856644,3.309601268141838e-39
416,band_lowlevel.spectral_decrease.stdev,8.76271186440678,0.0031446630733334567
417,band_lowlevel.spectral_decrease.var,8.76271186440678,0.0031446630733334567
418,band_lowlevel.spectral_energy.dmean,75.73287049223119,1.262336462047914e-17
419,band_lowlevel.spectral_energy.dmean2,57.454277847394934,7.672281498952431e-14
420,band_lowlevel.spectral_energy.dvar,0.5590442099784654,0.45481560665395215
421,band_lowlevel.spectral_energy.dvar2,1.388136319846599,0.23899115931297454
422,band_lowlevel.spectral_energy.kurt,156.20503646224125,1.7517112203580236e-33
423,band_lowlevel.spectral_energy.mean,108.52842397227516,3.10243710457018e-24
424,band_lowlevel.spectral_energy.median,105.65884113150909,1.1521610699408148e-23
425,band_lowlevel.spectral_energy.skew,187.00458256253467,2.9784964537846525e-39
426,band_lowlevel.spectral_energy.stdev,5.354441490263927,0.020864863080816035
427,band_lowlevel.spectral_energy.var,5.35382728730734,0.020872174725490706
428,band_lowlevel.spectral_energyband_high.dmean,0.902007636021842,0.34246588544888446
429,band_lowlevel.spectral_energyband_high.dmean2,6.745084184875946,0.009534132567461648
430,band_lowlevel.spectral_energyband_high.dvar,8.76271186440678,0.0031446630733334567
431,band_lowlevel.spectral_energyband_high.dvar2,8.76271186440678,0.0031446630733334567
432,band_lowlevel.spectral_energyband_high.kurt,177.42918638721406,1.783763564499644e-37
433,band_lowlevel.spectral_energyband_high.mean,4.663317791473992,0.031042965731108818
434,band_lowlevel.spectral_energyband_high.median,29.29780586068917,7.714396636627904e-08
435,band_lowlevel.spectral_energyband_high.skew,183.59030733900474,1.276668155817082e-38
436,band_lowlevel.spectral_energyband_high.stdev,0.01305149380885028,0.9090672378313563
437,band_lowlevel.spectral_energyband_high.var,8.76271186440678,0.0031446630733334567
438,band_lowlevel.spectral_energyband_low.dmean,271.4286275548895,2.493389196282213e-54
439,band_lowlevel.spectral_energyband_low.dmean2,264.7242032269311,3.6072623244532137e-53
440,band_lowlevel.spectral_energyband_low.dvar,104.9683060800294,1.5807632551988845e-23
441,band_lowlevel.spectral_energyband_low.dvar2,105.68135332899608,1.1403465583094059e-23
442,band_lowlevel.spectral_energyband_low.kurt,64.0392673769457,3.2569862771203745e-15
443,band_lowlevel.spectral_energyband_low.mean,245.43844220736935,8.500721662400734e-50
444,band_lowlevel.spectral_energyband_low.median,81.5876736931989,8.036310916248139e-19
445,band_lowlevel.spectral_energyband_low.skew,69.48435275355565,2.4321433814531876e-16
446,band_lowlevel.spectral_energyband_low.stdev,206.77280013795735,7.076530949616162e-43
447,band_lowlevel.spectral_energyband_low.var,120.2729487861693,1.4987448356503712e-26
448,band_lowlevel.spectral_energyband_middle_high.dmean,153.0072140687179,7.10214485039972e-33
449,band_lowlevel.spectral_energyband_middle_high.dmean2,135.72448312564364,1.4691225812696293e-29
450,band_lowlevel.spectral_energyband_middle_high.dvar,130.24675434851738,1.6934883243083997e-28
451,band_lowlevel.spectral_energyband_middle_high.dvar2,141.8046268644247,9.879402278100684e-31
452,band_lowlevel.spectral_energyband_middle_high.kurt,25.97057219101372,4.1197423363689975e-07
453,band_lowlevel.spectral_energyband_middle_high.mean,160.70451673882428,2.460206018612561e-34
454,band_lowlevel.spectral_energyband_middle_high.median,59.610351165349215,2.7195876202256137e-14
455,band_lowlevel.spectral_energyband_middle_high.skew,26.695712689860095,2.8567505610882e-07
456,band_lowlevel.spectral_energyband_middle_high.stdev,216.36027680398075,1.298552338909489e-44
457,band_lowlevel.spectral_energyband_middle_high.var,183.53214475754402,1.3087644200696518e-38
458,band_lowlevel.spectral_energyband_middle_low.dmean,25.440407797352275,5.386126702968006e-07
459,band_lowlevel.spectral_energyband_middle_low.dmean2,17.79054004050104,2.6822198222111348e-05
460,band_lowlevel.spectral_energyband_middle_low.dvar,6.715771977434381,0.009691049834112623
461,band_lowlevel.spectral_energyband_middle_low.dvar2,9.56315721383195,0.0020384284863136795
462,band_lowlevel.spectral_energyband_middle_low.kurt,151.40352799144043,1.4351845337044852e-32
463,band_lowlevel.spectral_energyband_middle_low.mean,30.3604261303519,4.5285074969136064e-08
464,band_lowlevel.spectral_energyband_middle_low.median,42.5160810169359,1.0943588789565348e-10
465,band_lowlevel.spectral_energyband_middle_low.skew,174.94934805124973,5.176156795072305e-37
466,band_lowlevel.spectral_energyband_middle_low.stdev,25.059915349044477,6.52988435731068e-07
467,band_lowlevel.spectral_energyband_middle_low.var,25.061462823549295,6.524770223499828e-07
468,band_lowlevel.spectral_entropy.dmean,51.5206023509774,1.3508234648153854e-12
469,band_lowlevel.spectral_entropy.dmean2,39.62348320390276,4.5429002678622043e-10
470,band_lowlevel.spectral_entropy.dvar,192.8397722843248,2.500073344394334e-40
471,band_lowlevel.spectral_entropy.dvar2,158.68171842477824,5.9402317131639184e-34
472,band_lowlevel.spectral_entropy.kurt,77.26293210317137,6.135869986661966e-18
473,band_lowlevel.spectral_entropy.mean,332.84405497073067,1.0975724200076648e-64
474,band_lowlevel.spectral_entropy.median,264.3883110287576,4.1254709122199504e-53
475,band_lowlevel.spectral_entropy.skew,5.931745013111486,0.01503862375177406
476,band_lowlevel.spectral_entropy.stdev,62.953885650962825,5.473389750984697e-15
477,band_lowlevel.spectral_entropy.var,62.93909934244412,5.512257697981958e-15
478,band_lowlevel.spectral_flux.dmean,421.4193152358414,8.034192054639237e-79
479,band_lowlevel.spectral_flux.dmean2,332.53405531558286,1.2345657190105294e-64
480,band_lowlevel.spectral_flux.dvar,131.1656405078899,1.122814355910523e-28
481,band_lowlevel.spectral_flux.dvar2,95.11850499049825,1.4728300912257974e-21
482,band_lowlevel.spectral_flux.kurt,137.9826561427821,5.381490088154736e-30
483,band_lowlevel.spectral_flux.mean,264.8640961487928,3.4111681186576276e-53
484,band_lowlevel.spectral_flux.median,179.2363724923094,8.218342125655002e-38
485,band_lowlevel.spectral_flux.skew,161.5046732849812,1.7366884983057985e-34
486,band_lowlevel.spectral_flux.stdev,81.5813970881458,8.060001118306311e-19
487,band_lowlevel.spectral_flux.var,81.57882061587313,8.069745916863139e-19
488,band_lowlevel.spectral_kurtosis.dmean,455.0560475251742,5.796407270745114e-84
489,band_lowlevel.spectral_kurtosis.dmean2,451.0143515436008,2.370070064628794e-83
490,band_lowlevel.spectral_kurtosis.dvar,600.2349387137084,6.83720872043367e-105
491,band_lowlevel.spectral_kurtosis.dvar2,571.1414944802585,7.497821489424778e-101
492,band_lowlevel.spectral_kurtosis.kurt,11.336817484032522,0.0007878358530982629
493,band_lowlevel.spectral_kurtosis.mean,362.1751854518949,1.8179386694623236e-69
494,band_lowlevel.spectral_kurtosis.median,266.99537467354725,1.4568226048661245e-53
495,band_lowlevel.spectral_kurtosis.skew,36.59884212815495,2.02583646002706e-09
496,band_lowlevel.spectral_kurtosis.stdev,548.8518222957343,1.0478159264785135e-97
497,band_lowlevel.spectral_kurtosis.var,548.8528386387276,1.047467517433072e-97
498,band_lowlevel.spectral_rms.dmean,199.27772900636216,1.6476547271547578e-41
499,band_lowlevel.spectral_rms.dmean2,140.132950224815,2.0720969293147837e-30
500,band_lowlevel.spectral_rms.dvar,55.38031641613403,2.0858771727859588e-13
501,band_lowlevel.spectral_rms.dvar2,31.29185041107508,2.8415238736948155e-08
502,band_lowlevel.spectral_rms.kurt,240.1699333135304,7.23968783395416e-49
503,band_lowlevel.spectral_rms.mean,114.15463903669549,2.3934816710767365e-25
504,band_lowlevel.spectral_rms.median,105.69085624870051,1.1353958911295518e-23
505,band_lowlevel.spectral_rms.skew,278.28531531107546,1.645520610190516e-55
506,band_lowlevel.spectral_rms.stdev,20.72063910668936,5.944908240779522e-06
507,band_lowlevel.spectral_rms.var,20.67937785180352,6.07182468264782e-06
508,band_lowlevel.spectral_rolloff.dmean,5.782678582167808,0.01635981904136034
509,band_lowlevel.spectral_rolloff.dmean2,0.32153450204492473,0.570809994356583
510,band_lowlevel.spectral_rolloff.dvar,1.2875077789541458,0.2567707137416268
511,band_lowlevel.spectral_rolloff.dvar2,4.837067785167197,0.028074984904705544
512,band_lowlevel.spectral_rolloff.kurt,27.882775436587824,1.5707940927116492e-07
513,band_lowlevel.spectral_rolloff.mean,63.670692098292335,3.884543389677758e-15
514,band_lowlevel.spectral_rolloff.median,42.10838791406252,1.336996308232312e-10
515,band_lowlevel.spectral_rolloff.skew,48.76705011720102,5.1500552800980596e-12
516,band_lowlevel.spectral_rolloff.stdev,0.3311142294441415,0.5651289216710476
517,band_lowlevel.spectral_rolloff.var,0.3320678731953528,0.5645693859647769
518,band_lowlevel.spectral_skewness.dmean,348.12626514403775,3.441051317197471e-67
519,band_lowlevel.spectral_skewness.dmean2,301.43745988210475,1.8884375976125686e-59
520,band_lowlevel.spectral_skewness.dvar,566.2541625195649,3.637682395930907e-100
521,band_lowlevel.spectral_skewness.dvar2,474.24779985737183,7.614328963512514e-87
522,band_lowlevel.spectral_skewness.kurt,2.0059737889778413,0.1569818256451647
523,band_lowlevel.spectral_skewness.mean,393.60691383648793,1.7689018046884587e-74
524,band_lowlevel.spectral_skewness.median,337.6032117989659,1.8100834979897515e-65
525,band_lowlevel.spectral_skewness.skew,1.0509413252431798,0.30553015606394507
526,band_lowlevel.spectral_skewness.stdev,424.5027073095774,2.6831729428319432e-79
527,band_lowlevel.spectral_skewness.var,424.5047662341366,2.6812108099155608e-79
528,band_lowlevel.spectral_spread.dmean,208.89991965727455,2.9066771572869e-43
529,band_lowlevel.spectral_spread.dmean2,323.6204549359803,3.6755011568546124e-63
530,band_lowlevel.spectral_spread.dvar,70.31375813064071,1.6403841577508324e-16
531,band_lowlevel.spectral_spread.dvar2,404.2123875374506,3.817071044316781e-76
532,band_lowlevel.spectral_spread.kurt,41.83775895448696,1.5271783543674822e-10
533,band_lowlevel.spectral_spread.mean,0.0011042176040441144,0.9734977715061425
534,band_lowlevel.spectral_spread.median,24.725995125121095,7.733180786882676e-07
535,band_lowlevel.spectral_spread.skew,43.51103211935932,6.716220278013693e-11
536,band_lowlevel.spectral_spread.stdev,8.061029859922384,0.0046113333985021284
537,band_lowlevel.spectral_spread.var,8.062292673247853,0.004608145775391333
538,band_lowlevel.spectral_strongpeak.dmean,7.275312641242173,0.00710458974103553
539,band_lowlevel.spectral_strongpeak.dmean2,0.47931000119587464,0.48889046559898264
540,band_lowlevel.spectral_strongpeak.dvar,26.384893841867967,3.341899289810087e-07
541,band_lowlevel.spectral_strongpeak.dvar2,43.540936716092325,6.618453832895655e-11
542,band_lowlevel.spectral_strongpeak.kurt,339.58744562747586,8.553911711932917e-66
543,band_lowlevel.spectral_strongpeak.mean,23.439398857764377,1.4856352732103062e-06
544,band_lowlevel.spectral_strongpeak.median,25.739039605457087,4.6311628998707313e-07
545,band_lowlevel.spectral_strongpeak.skew,359.4551435967783,4.996230447852866e-69
546,band_lowlevel.spectral_strongpeak.stdev,3.9876526943990975,0.04609663450124242
547,band_lowlevel.spectral_strongpeak.var,3.9878703657633476,0.04609070333602291
548,band_lowlevel.zerocrossingrate.dmean,14.091149868378515,0.00018385990570510556
549,band_lowlevel.zerocrossingrate.dmean2,15.601899962336836,8.347617209852076e-05
550,band_lowlevel.zerocrossingrate.dvar,10.038523320395429,0.0015779643023396993
551,band_lowlevel.zerocrossingrate.dvar2,18.38521756393527,1.9733093551647656e-05
552,band_lowlevel.zerocrossingrate.kurt,9.300219007476672,0.002349597403545532
553,band_lowlevel.zerocrossingrate.mean,76.6999930323149,7.999921981106678e-18
554,band_lowlevel.zerocrossingrate.median,76.99568850442928,6.959226129295662e-18
555,band_lowlevel.zerocrossingrate.skew,10.85880534015369,0.0010166660894235153
556,band_lowlevel.zerocrossingrate.stdev,1.6222089000797488,0.20307028972811444
557,band_lowlevel.zerocrossingrate.var,1.6235794537246184,0.20287970646788775
558,band_metadata.audio_properties.analysis.equal_loudness,8.76271186440678,0.0031446630733334567
559,band_metadata.audio_properties.analysis.length,1.4444297239679104e+17,0.0
560,band_metadata.audio_properties.analysis.sample_rate,8.76271186440678,0.0031446630733334567
561,band_metadata.audio_properties.analysis.start_time,8.76271186440678,0.0031446630733334567
562,band_metadata.audio_properties.bit_rate,8.76271186440678,0.0031446630733334567
563,band_metadata.audio_properties.length,1.4444297239679104e+17,0.0
564,band_metadata.audio_properties.lossless,8.76271186440678,0.0031446630733334567
565,band_metadata.audio_properties.number_channels,8.76271186440678,0.0031446630733334567
566,band_metadata.audio_properties.replay_gain,118.19783439576442,3.8288809239661153e-26
567,band_metadata.audio_properties.sample_rate,8.76271186440678,0.0031446630733334567
568,band_rhythm.beats_count,0.11303198973388168,0.7367865278038399
569,band_rhythm.beats_loudness.dmean,13.891927486299961,0.00020412009997808136
570,band_rhythm.beats_loudness.dmean2,10.75254297474512,0.0010760837317981202
571,band_rhythm.beats_loudness.dvar,2.876988221836237,0.09015494434747506
572,band_rhythm.beats_loudness.dvar2,0.24007732453351655,0.6242542135963618
573,band_rhythm.beats_loudness.kurt,28.36483311876639,1.2325842934614753e-07
574,band_rhythm.beats_loudness.mean,82.68156974940263,4.81268300932455e-19
575,band_rhythm.beats_loudness.median,225.10958668167584,3.4735862466781136e-46
576,band_rhythm.beats_loudness.skew,66.33938925020304,1.086382209228326e-15
577,band_rhythm.beats_loudness.stdev,0.0003023259964592967,0.98613081629519
578,band_rhythm.beats_loudness.var,0.00031195625746043346,0.9859116767652956
579,band_rhythm.bpm,2.47483918841912,0.11598718781709311
580,band_rhythm.bpm_histogram_first_peak_bpm,2.150038769314531,0.14287033114869038
581,band_rhythm.bpm_histogram_first_peak_weight,6.65829286491637,0.01000649469208587
582,band_rhythm.bpm_histogram_second_peak_bpm,15.701577474467918,7.925295416114294e-05
583,band_rhythm.bpm_histogram_second_peak_spread,7.369563728731328,0.00674414344639022
584,band_rhythm.bpm_histogram_second_peak_weight,18.488833312989417,1.870667241461759e-05
585,band_rhythm.danceability,27.371370867416328,2.0321041453940463e-07
586,band_rhythm.onset_rate,55.53645089367409,1.9344186285766037e-13
587,band_tonal.chords_changes_rate,93.93894118344087,2.5425240190336286e-21
588,band_tonal.chords_number_rate,99.6243709723072,1.8404965764506269e-22
589,band_tonal.chords_strength.dmean,148.73132071135564,4.644676569586111e-32
590,band_tonal.chords_strength.dmean2,280.1197505137545,7.971494500668251e-56
591,band_tonal.chords_strength.dvar,129.38741662835542,2.4878624102689424e-28
592,band_tonal.chords_strength.dvar2,223.50893803363903,6.72441600478947e-46
593,band_tonal.chords_strength.kurt,4.431094014998398,0.035530660076864715
594,band_tonal.chords_strength.mean,127.22575263771517,6.555545806320004e-28
595,band_tonal.chords_strength.median,127.31186398862475,6.307114331408688e-28
596,band_tonal.chords_strength.skew,19.846958241084597,9.303264435598722e-06
597,band_tonal.chords_strength.stdev,9.344284488894395,0.0022942656320129786
598,band_tonal.chords_strength.var,9.342367077373616,0.0022966454876971673
599,band_tonal.hpcp_crest.dmean,180.873170775075,4.0776577235126043e-38
600,band_tonal.hpcp_crest.dmean2,164.55367586785718,4.616910552632622e-35
601,band_tonal.hpcp_crest.dvar,187.85493520044702,2.074228448404988e-39
602,band_tonal.hpcp_crest.dvar2,128.58862904447795,3.55810232517924e-28
603,band_tonal.hpcp_crest.kurt,159.54265842251075,4.081127992485014e-34
604,band_tonal.hpcp_crest.mean,159.238303771762,4.660120990926437e-34
605,band_tonal.hpcp_crest.median,75.74634934638584,1.2543332702132482e-17
606,band_tonal.hpcp_crest.skew,61.89209150786889,9.100577013343943e-15
607,band_tonal.hpcp_crest.stdev,208.27525450752552,3.774037144894995e-43
608,band_tonal.hpcp_crest.var,208.27223619149228,3.778803375858407e-43
609,band_tonal.hpcp_entropy.dmean,69.97164562072874,1.929650482689914e-16
610,band_tonal.hpcp_entropy.dmean2,45.17225160166148,2.976857949934157e-11
611,band_tonal.hpcp_entropy.dvar,104.49493963652513,1.963706302437254e-23
612,band_tonal.hpcp_entropy.dvar2,47.834566561968856,8.111648810465082e-12
613,band_tonal.hpcp_entropy.kurt,42.16311863784062,1.301523215382423e-10
614,band_tonal.hpcp_entropy.mean,83.34117905134309,3.533794396825615e-19
615,band_tonal.hpcp_entropy.median,48.861363558648435,4.918925364303652e-12
616,band_tonal.hpcp_entropy.skew,3.08428839517542,0.07934785730430528
617,band_tonal.hpcp_entropy.stdev,112.66098146172298,4.718948984942308e-25
618,band_tonal.hpcp_entropy.var,112.65296110302171,4.736193638123154e-25
619,band_tonal.key_edma.strength,134.62469932251403,2.3977266013283673e-29
620,band_tonal.key_krumhansl.strength,133.68866472602647,3.639429348776086e-29
621,band_tonal.key_temperley.strength,120.97837370218949,1.090015502092663e-26
622,band_tonal.tuning_diatonic_strength,136.7186998156172,9.438866741197864e-30
623,band_tonal.tuning_equal_tempered_deviation,0.00017642131209824307,0.9894050771210544
624,band_tonal.tuning_frequency,0.9667655326638803,0.3257181781656129
625,band_tonal.tuning_nontempered_energy_ratio,0.15212021034724788,0.696597714348943
626,"band_hum_(Q0=0.1,Q1=0.55)_instances",50.26129216828794,2.4897501045523397e-12
627,"band_hum_(Q0=0.1,Q1=0.55)_length.mean",60.80625378728525,1.5316576787639243e-14
628,"band_hum_(Q0=0.1,Q1=0.55)_length.stdev",1.0090593013101417,0.3153633192382005
629,"band_hum_(Q0=0.1,Q1=0.55)_length.skew",0.3076866723501713,0.5792231768061473
630,"band_hum_(Q0=0.1,Q1=0.55)_frequency.mean",51.58457164737363,1.3095449291687678e-12
631,"band_hum_(Q0=0.1,Q1=0.55)_frequency.stdev",0.4419638694274064,0.5063243370865771
632,"band_hum_(Q0=0.1,Q1=0.55)_frequency.skew",3.1826881344883775,0.07471537787119263
633,"band_hum_(Q0=0.1,Q1=0.55)_salience.mean",63.78856572345001,3.671668115107027e-15
634,"band_hum_(Q0=0.1,Q1=0.55)_salience.stdev",0.4516038937788794,0.5017243953840924
635,"band_hum_(Q0=0.1,Q1=0.55)_salience.skew",0.9780089175620142,0.32292222437575413
636,"band_hum_(Q0=0.1,Q1=0.25)_instances",39.33472009135867,5.238288687096956e-10
637,"band_hum_(Q0=0.1,Q1=0.25)_length.mean",47.48259578175572,9.630372056346178e-12
638,"band_hum_(Q0=0.1,Q1=0.25)_length.stdev",7.3269860345711955,0.006904598395017966
639,"band_hum_(Q0=0.1,Q1=0.25)_length.skew",2.5640858467107672,0.10962117777825645
640,"band_hum_(Q0=0.1,Q1=0.25)_frequency.mean",39.80592510203887,4.1520823523472413e-10
641,"band_hum_(Q0=0.1,Q1=0.25)_frequency.stdev",3.0408557120869504,0.08149028913957206
642,"band_hum_(Q0=0.1,Q1=0.25)_frequency.skew",0.11085638599205756,0.739238745666272
643,"band_hum_(Q0=0.1,Q1=0.25)_salience.mean",47.543647173412346,9.347860636385163e-12
644,"band_hum_(Q0=0.1,Q1=0.25)_salience.stdev",2.6213408583494062,0.10574025959812898
645,"band_hum_(Q0=0.1,Q1=0.25)_salience.skew",4.2796372030671685,0.03881968127914748
646,"band_hum_(Q0=0.1,Q1=0.75)_instances",62.641167288298455,6.3571409029545874e-15
647,"band_hum_(Q0=0.1,Q1=0.75)_length.mean",70.95735267201655,1.2087254388128533e-16
648,"band_hum_(Q0=0.1,Q1=0.75)_length.stdev",0.2151871524281273,0.6428294318663927
649,"band_hum_(Q0=0.1,Q1=0.75)_length.skew",0.6258199198620038,0.4290741686207631
650,"band_hum_(Q0=0.1,Q1=0.75)_frequency.mean",61.39569731871345,1.1544966362633848e-14
651,"band_hum_(Q0=0.1,Q1=0.75)_frequency.stdev",0.15970869903653953,0.6895073860539099
652,"band_hum_(Q0=0.1,Q1=0.75)_frequency.skew",0.6053485712319628,0.43672253982810416
653,"band_hum_(Q0=0.1,Q1=0.75)_salience.mean",75.18518281416311,1.6347255183817183e-17
654,"band_hum_(Q0=0.1,Q1=0.75)_salience.stdev",0.10664204009165226,0.7440660862067641
655,"band_hum_(Q0=0.1,Q1=0.75)_salience.skew",0.016111461764777756,0.8990197419959599
656,band_discontinuity_instances,603.951055562196,2.1088824881421735e-105
657,band_discontinuity_locations.mean,386.4169523456011,2.4225109047539586e-73
658,band_discontinuity_locations.stdev,804.4449377993707,2.2890701411769775e-131
659,band_discontinuity_locations.skew,0.09090597672132195,0.7630891622958916
660,band_discontinuity_amplitudes.mean,9.985923861649527,0.001623230662193838
661,band_discontinuity_amplitudes.stdev,75.56695609885725,1.3651449342389778e-17
662,band_discontinuity_amplitudes.skew,20.98509656774138,5.192433576943495e-06
663,band_clicks_instances,8.76271186440678,0.0031446630733334567
664,band_clicks_starts.mean,8.76271186440678,0.0031446630733334567
665,band_clicks_starts.stdev,8.76271186440678,0.0031446630733334567
666,band_clicks_starts.skew,8.76271186440678,0.0031446630733334567
667,band_clicks_durations.mean,8.76271186440678,0.0031446630733334567
668,band_clicks_durations.stdev,8.76271186440678,0.0031446630733334567
669,band_clicks_durations.skew,8.76271186440678,0.0031446630733334567
