,Feature,Pearson,Chi-2,RFE,Logistics,Random Forest,LightGBM,Count
902,band_lowlevel_pitch_salience_stdev,False,False,False,False,False,False,0
903,band_lowlevel_pitch_salience_skew,False,False,False,False,False,False,0
904,band_lowlevel_pitch_salience_median,False,False,False,False,False,False,0
905,band_lowlevel_pitch_salience_mean,False,False,False,False,False,False,0
906,band_lowlevel_pitch_salience_kurt,False,False,False,False,False,False,0
907,band_lowlevel_pitch_salience_dvar2,False,False,False,False,False,False,0
908,band_lowlevel_pitch_salience_dvar,False,False,False,False,False,False,0
909,band_lowlevel_pitch_salience_dmean2,False,False,False,False,False,False,0
910,band_lowlevel_pitch_salience_dmean,False,False,False,False,False,False,0
911,band_lowlevel_melbands_spread_var,False,False,False,False,False,False,0
912,band_lowlevel_melbands_spread_stdev,False,False,False,False,False,False,0
913,band_lowlevel_melbands_spread_skew,False,False,False,False,False,False,0
914,band_lowlevel_melbands_spread_median,False,False,False,False,False,False,0
915,band_lowlevel_melbands_spread_mean,False,False,False,False,False,False,0
916,band_lowlevel_melbands_spread_kurt,False,False,False,False,False,False,0
917,band_lowlevel_melbands_spread_dvar2,False,False,False,False,False,False,0
918,band_lowlevel_melbands_spread_dvar,False,False,False,False,False,False,0
919,band_lowlevel_melbands_spread_dmean2,False,False,False,False,False,False,0
920,band_lowlevel_melbands_spread_dmean,False,False,False,False,False,False,0
921,band_lowlevel_melbands_skewness_var,False,False,False,False,False,False,0
922,band_lowlevel_melbands_skewness_stdev,False,False,False,False,False,False,0
923,band_lowlevel_melbands_skewness_skew,False,False,False,False,False,False,0
924,band_lowlevel_melbands_skewness_median,False,False,False,False,False,False,0
925,band_lowlevel_melbands_skewness_mean,False,False,False,False,False,False,0
926,band_lowlevel_melbands_skewness_kurt,False,False,False,False,False,False,0
927,band_lowlevel_melbands_skewness_dvar2,False,False,False,False,False,False,0
928,band_lowlevel_melbands_skewness_dvar,False,False,False,False,False,False,0
929,band_lowlevel_melbands_skewness_dmean2,False,False,False,False,False,False,0
930,band_lowlevel_melbands_skewness_dmean,False,False,False,False,False,False,0
931,band_lowlevel_melbands_kurtosis_var,False,False,False,False,False,False,0
932,band_lowlevel_melbands_kurtosis_stdev,False,False,False,False,False,False,0
933,band_lowlevel_melbands_kurtosis_skew,False,False,False,False,False,False,0
934,band_lowlevel_melbands_kurtosis_median,False,False,False,False,False,False,0
935,band_lowlevel_melbands_kurtosis_mean,False,False,False,False,False,False,0
936,band_lowlevel_melbands_kurtosis_kurt,False,False,False,False,False,False,0
937,band_lowlevel_melbands_kurtosis_dvar2,False,False,False,False,False,False,0
938,band_lowlevel_melbands_kurtosis_dvar,False,False,False,False,False,False,0
939,band_lowlevel_melbands_kurtosis_dmean2,False,False,False,False,False,False,0
940,band_lowlevel_melbands_kurtosis_dmean,False,False,False,False,False,False,0
941,band_lowlevel_melbands_flatness_db_var,False,False,False,False,False,False,0
942,band_lowlevel_melbands_flatness_db_stdev,False,False,False,False,False,False,0
943,band_lowlevel_melbands_flatness_db_skew,False,False,False,False,False,False,0
944,band_lowlevel_melbands_flatness_db_median,False,False,False,False,False,False,0
945,band_lowlevel_melbands_flatness_db_mean,False,False,False,False,False,False,0
946,band_lowlevel_melbands_flatness_db_kurt,False,False,False,False,False,False,0
947,band_lowlevel_melbands_flatness_db_dvar2,False,False,False,False,False,False,0
948,band_lowlevel_melbands_flatness_db_dvar,False,False,False,False,False,False,0
949,band_lowlevel_melbands_flatness_db_dmean2,False,False,False,False,False,False,0
950,band_lowlevel_melbands_flatness_db_dmean,False,False,False,False,False,False,0
951,band_lowlevel_melbands_crest_var,False,False,False,False,False,False,0
952,band_lowlevel_melbands_crest_stdev,False,False,False,False,False,False,0
953,band_lowlevel_melbands_crest_skew,False,False,False,False,False,False,0
954,band_lowlevel_melbands_crest_median,False,False,False,False,False,False,0
955,band_lowlevel_melbands_crest_mean,False,False,False,False,False,False,0
956,band_lowlevel_melbands_crest_kurt,False,False,False,False,False,False,0
957,band_lowlevel_melbands_crest_dvar2,False,False,False,False,False,False,0
958,band_lowlevel_melbands_crest_dvar,False,False,False,False,False,False,0
959,band_lowlevel_melbands_crest_dmean2,False,False,False,False,False,False,0
960,band_lowlevel_melbands_crest_dmean,False,False,False,False,False,False,0
961,band_lowlevel_loudness_ebu128_short_term_var,False,False,False,False,False,False,0
962,band_lowlevel_loudness_ebu128_short_term_stdev,False,False,False,False,False,False,0
963,band_lowlevel_loudness_ebu128_short_term_skew,False,False,False,False,False,False,0
964,band_lowlevel_loudness_ebu128_short_term_median,False,False,False,False,False,False,0
965,band_lowlevel_loudness_ebu128_short_term_mean,False,False,False,False,False,False,0
966,band_lowlevel_loudness_ebu128_short_term_kurt,False,False,False,False,False,False,0
967,band_lowlevel_loudness_ebu128_short_term_dvar2,False,False,False,False,False,False,0
968,band_lowlevel_loudness_ebu128_short_term_dvar,False,False,False,False,False,False,0
969,band_lowlevel_loudness_ebu128_short_term_dmean2,False,False,False,False,False,False,0
970,band_lowlevel_loudness_ebu128_short_term_dmean,False,False,False,False,False,False,0
971,band_lowlevel_loudness_ebu128_momentary_var,False,False,False,False,False,False,0
972,band_lowlevel_loudness_ebu128_momentary_stdev,False,False,False,False,False,False,0
973,band_lowlevel_loudness_ebu128_momentary_skew,False,False,False,False,False,False,0
974,band_lowlevel_loudness_ebu128_momentary_median,False,False,False,False,False,False,0
975,band_lowlevel_loudness_ebu128_momentary_mean,False,False,False,False,False,False,0
976,band_lowlevel_loudness_ebu128_momentary_kurt,False,False,False,False,False,False,0
977,band_lowlevel_loudness_ebu128_momentary_dvar2,False,False,False,False,False,False,0
978,band_lowlevel_loudness_ebu128_momentary_dvar,False,False,False,False,False,False,0
979,band_lowlevel_loudness_ebu128_momentary_dmean2,False,False,False,False,False,False,0
980,band_lowlevel_loudness_ebu128_momentary_dmean,False,False,False,False,False,False,0
981,band_lowlevel_loudness_ebu128_loudness_range,False,False,False,False,False,False,0
982,band_lowlevel_loudness_ebu128_integrated,False,False,False,False,False,False,0
983,band_lowlevel_hfc_var,False,False,False,False,False,False,0
984,band_lowlevel_hfc_stdev,False,False,False,False,False,False,0
985,band_lowlevel_hfc_skew,False,False,False,False,False,False,0
986,band_lowlevel_hfc_median,False,False,False,False,False,False,0
987,band_lowlevel_hfc_mean,False,False,False,False,False,False,0
988,band_lowlevel_hfc_kurt,False,False,False,False,False,False,0
989,band_lowlevel_hfc_dvar2,False,False,False,False,False,False,0
990,band_lowlevel_hfc_dvar,False,False,False,False,False,False,0
991,band_lowlevel_hfc_dmean2,False,False,False,False,False,False,0
992,band_lowlevel_hfc_dmean,False,False,False,False,False,False,0
993,band_lowlevel_erbbands_spread_skew,False,False,False,False,False,False,0
994,band_lowlevel_erbbands_spread_median,False,False,False,False,False,False,0
995,band_lowlevel_erbbands_spread_mean,False,False,False,False,False,False,0
996,band_lowlevel_erbbands_spread_kurt,False,False,False,False,False,False,0
997,band_lowlevel_erbbands_spread_dvar2,False,False,False,False,False,False,0
998,band_lowlevel_erbbands_spread_dvar,False,False,False,False,False,False,0
999,band_lowlevel_erbbands_spread_dmean2,False,False,False,False,False,False,0
1000,band_lowlevel_erbbands_spread_dmean,False,False,False,False,False,False,0
1001,band_lowlevel_erbbands_skewness_var,False,False,False,False,False,False,0
1002,band_lowlevel_erbbands_skewness_stdev,False,False,False,False,False,False,0
1003,band_lowlevel_erbbands_skewness_skew,False,False,False,False,False,False,0
1004,band_lowlevel_erbbands_skewness_median,False,False,False,False,False,False,0
1005,band_lowlevel_erbbands_skewness_mean,False,False,False,False,False,False,0
1006,band_lowlevel_erbbands_skewness_kurt,False,False,False,False,False,False,0
1007,band_lowlevel_erbbands_skewness_dvar2,False,False,False,False,False,False,0
1008,band_lowlevel_erbbands_skewness_dvar,False,False,False,False,False,False,0
1009,band_lowlevel_erbbands_skewness_dmean2,False,False,False,False,False,False,0
1010,band_lowlevel_erbbands_skewness_dmean,False,False,False,False,False,False,0
1011,band_lowlevel_erbbands_kurtosis_var,False,False,False,False,False,False,0
1012,band_lowlevel_erbbands_kurtosis_stdev,False,False,False,False,False,False,0
1013,band_lowlevel_erbbands_kurtosis_skew,False,False,False,False,False,False,0
1014,band_lowlevel_erbbands_kurtosis_median,False,False,False,False,False,False,0
1015,band_lowlevel_erbbands_kurtosis_mean,False,False,False,False,False,False,0
1016,band_lowlevel_erbbands_kurtosis_kurt,False,False,False,False,False,False,0
1017,band_lowlevel_erbbands_kurtosis_dvar2,False,False,False,False,False,False,0
1018,band_lowlevel_erbbands_kurtosis_dvar,False,False,False,False,False,False,0
1019,band_lowlevel_erbbands_kurtosis_dmean2,False,False,False,False,False,False,0
1020,band_lowlevel_erbbands_kurtosis_dmean,False,False,False,False,False,False,0
1021,band_lowlevel_erbbands_flatness_db_var,False,False,False,False,False,False,0
1022,band_lowlevel_erbbands_flatness_db_stdev,False,False,False,False,False,False,0
1023,band_lowlevel_erbbands_flatness_db_skew,False,False,False,False,False,False,0
1024,band_lowlevel_erbbands_flatness_db_median,False,False,False,False,False,False,0
1025,band_lowlevel_erbbands_flatness_db_mean,False,False,False,False,False,False,0
1026,band_lowlevel_erbbands_flatness_db_kurt,False,False,False,False,False,False,0
1027,band_lowlevel_erbbands_flatness_db_dvar2,False,False,False,False,False,False,0
1028,band_lowlevel_erbbands_flatness_db_dvar,False,False,False,False,False,False,0
1029,band_lowlevel_erbbands_flatness_db_dmean2,False,False,False,False,False,False,0
1030,band_lowlevel_erbbands_flatness_db_dmean,False,False,False,False,False,False,0
1031,band_lowlevel_erbbands_crest_var,False,False,False,False,False,False,0
1032,band_lowlevel_erbbands_crest_stdev,False,False,False,False,False,False,0
1033,band_lowlevel_erbbands_crest_skew,False,False,False,False,False,False,0
1034,band_lowlevel_erbbands_crest_median,False,False,False,False,False,False,0
1035,band_lowlevel_erbbands_crest_mean,False,False,False,False,False,False,0
1036,band_lowlevel_erbbands_crest_kurt,False,False,False,False,False,False,0
1037,band_lowlevel_erbbands_crest_dvar2,False,False,False,False,False,False,0
1038,band_lowlevel_erbbands_crest_dvar,False,False,False,False,False,False,0
1039,band_lowlevel_erbbands_crest_dmean2,False,False,False,False,False,False,0
1040,band_lowlevel_erbbands_crest_dmean,False,False,False,False,False,False,0
1041,band_lowlevel_dynamic_complexity,False,False,False,False,False,False,0
1042,band_lowlevel_dissonance_var,False,False,False,False,False,False,0
1043,band_lowlevel_dissonance_stdev,False,False,False,False,False,False,0
1044,band_lowlevel_dissonance_skew,False,False,False,False,False,False,0
1045,band_lowlevel_dissonance_median,False,False,False,False,False,False,0
1046,band_lowlevel_dissonance_mean,False,False,False,False,False,False,0
1047,band_lowlevel_dissonance_kurt,False,False,False,False,False,False,0
1048,band_lowlevel_dissonance_dvar2,False,False,False,False,False,False,0
1049,band_lowlevel_dissonance_dvar,False,False,False,False,False,False,0
1050,band_lowlevel_dissonance_dmean2,False,False,False,False,False,False,0
1051,band_lowlevel_dissonance_dmean,False,False,False,False,False,False,0
1052,band_lowlevel_barkbands_spread_var,False,False,False,False,False,False,0
1053,band_lowlevel_barkbands_spread_stdev,False,False,False,False,False,False,0
1054,band_lowlevel_barkbands_spread_skew,False,False,False,False,False,False,0
1055,band_lowlevel_barkbands_spread_median,False,False,False,False,False,False,0
1056,band_lowlevel_barkbands_spread_mean,False,False,False,False,False,False,0
1057,band_lowlevel_barkbands_spread_kurt,False,False,False,False,False,False,0
1058,band_lowlevel_barkbands_spread_dvar2,False,False,False,False,False,False,0
1059,band_lowlevel_barkbands_spread_dvar,False,False,False,False,False,False,0
1060,band_lowlevel_barkbands_spread_dmean2,False,False,False,False,False,False,0
1061,band_lowlevel_barkbands_spread_dmean,False,False,False,False,False,False,0
1062,band_lowlevel_barkbands_skewness_var,False,False,False,False,False,False,0
1063,band_lowlevel_barkbands_skewness_stdev,False,False,False,False,False,False,0
1064,band_lowlevel_barkbands_skewness_skew,False,False,False,False,False,False,0
1065,band_lowlevel_barkbands_skewness_median,False,False,False,False,False,False,0
1066,band_lowlevel_barkbands_skewness_mean,False,False,False,False,False,False,0
1067,band_lowlevel_barkbands_skewness_kurt,False,False,False,False,False,False,0
1068,band_lowlevel_barkbands_skewness_dvar2,False,False,False,False,False,False,0
1069,band_lowlevel_barkbands_skewness_dvar,False,False,False,False,False,False,0
1070,band_lowlevel_barkbands_skewness_dmean2,False,False,False,False,False,False,0
1071,band_lowlevel_barkbands_skewness_dmean,False,False,False,False,False,False,0
1072,band_lowlevel_barkbands_kurtosis_var,False,False,False,False,False,False,0
1073,band_lowlevel_barkbands_kurtosis_stdev,False,False,False,False,False,False,0
1074,band_lowlevel_barkbands_kurtosis_skew,False,False,False,False,False,False,0
1075,band_lowlevel_barkbands_kurtosis_median,False,False,False,False,False,False,0
1076,band_lowlevel_barkbands_kurtosis_mean,False,False,False,False,False,False,0
1077,band_lowlevel_barkbands_kurtosis_kurt,False,False,False,False,False,False,0
1078,band_lowlevel_barkbands_kurtosis_dvar2,False,False,False,False,False,False,0
1079,band_lowlevel_barkbands_kurtosis_dvar,False,False,False,False,False,False,0
1080,band_lowlevel_barkbands_kurtosis_dmean2,False,False,False,False,False,False,0
1081,band_lowlevel_barkbands_kurtosis_dmean,False,False,False,False,False,False,0
1082,band_lowlevel_barkbands_flatness_db_var,False,False,False,False,False,False,0
1083,band_lowlevel_barkbands_flatness_db_stdev,False,False,False,False,False,False,0
1084,band_lowlevel_barkbands_flatness_db_skew,False,False,False,False,False,False,0
1085,band_lowlevel_barkbands_flatness_db_median,False,False,False,False,False,False,0
1086,band_lowlevel_barkbands_flatness_db_mean,False,False,False,False,False,False,0
1087,band_lowlevel_barkbands_flatness_db_kurt,False,False,False,False,False,False,0
1088,band_lowlevel_barkbands_flatness_db_dvar2,False,False,False,False,False,False,0
1089,band_lowlevel_barkbands_flatness_db_dvar,False,False,False,False,False,False,0
1090,band_lowlevel_barkbands_flatness_db_dmean2,False,False,False,False,False,False,0
1091,band_lowlevel_barkbands_flatness_db_dmean,False,False,False,False,False,False,0
1092,band_lowlevel_barkbands_crest_var,False,False,False,False,False,False,0
1093,band_lowlevel_barkbands_crest_stdev,False,False,False,False,False,False,0
1094,band_lowlevel_barkbands_crest_skew,False,False,False,False,False,False,0
1095,band_lowlevel_barkbands_crest_median,False,False,False,False,False,False,0
1096,band_lowlevel_barkbands_crest_mean,False,False,False,False,False,False,0
1097,band_lowlevel_barkbands_crest_kurt,False,False,False,False,False,False,0
1098,band_lowlevel_barkbands_crest_dvar2,False,False,False,False,False,False,0
1099,band_lowlevel_barkbands_crest_dvar,False,False,False,False,False,False,0
1100,band_lowlevel_barkbands_crest_dmean2,False,False,False,False,False,False,0
1101,band_lowlevel_barkbands_crest_dmean,False,False,False,False,False,False,0
1102,band_lowlevel_average_loudness,False,False,False,False,False,False,0
1103,band_hum__Q0_0_1_Q1_0_75__salience_stdev,False,False,False,False,False,False,0
1104,band_hum__Q0_0_1_Q1_0_75__salience_skew,False,False,False,False,False,False,0
1105,band_hum__Q0_0_1_Q1_0_75__salience_mean,False,False,False,False,False,False,0
1106,band_hum__Q0_0_1_Q1_0_75__length_stdev,False,False,False,False,False,False,0
1107,band_hum__Q0_0_1_Q1_0_75__length_skew,False,False,False,False,False,False,0
1108,band_hum__Q0_0_1_Q1_0_75__length_mean,False,False,False,False,False,False,0
1109,band_hum__Q0_0_1_Q1_0_75__instances,False,False,False,False,False,False,0
1110,band_hum__Q0_0_1_Q1_0_75__frequency_stdev,False,False,False,False,False,False,0
1111,band_hum__Q0_0_1_Q1_0_75__frequency_skew,False,False,False,False,False,False,0
1112,band_hum__Q0_0_1_Q1_0_75__frequency_mean,False,False,False,False,False,False,0
1113,band_hum__Q0_0_1_Q1_0_55__salience_stdev,False,False,False,False,False,False,0
1114,band_hum__Q0_0_1_Q1_0_55__salience_skew,False,False,False,False,False,False,0
1115,band_hum__Q0_0_1_Q1_0_55__salience_mean,False,False,False,False,False,False,0
1116,band_hum__Q0_0_1_Q1_0_55__length_stdev,False,False,False,False,False,False,0
1117,band_hum__Q0_0_1_Q1_0_55__length_skew,False,False,False,False,False,False,0
1118,band_hum__Q0_0_1_Q1_0_55__length_mean,False,False,False,False,False,False,0
1119,band_hum__Q0_0_1_Q1_0_55__instances,False,False,False,False,False,False,0
1120,band_hum__Q0_0_1_Q1_0_55__frequency_stdev,False,False,False,False,False,False,0
1121,band_hum__Q0_0_1_Q1_0_55__frequency_skew,False,False,False,False,False,False,0
1122,band_hum__Q0_0_1_Q1_0_55__frequency_mean,False,False,False,False,False,False,0
1123,band_hum__Q0_0_1_Q1_0_25__salience_stdev,False,False,False,False,False,False,0
1124,band_hum__Q0_0_1_Q1_0_25__salience_skew,False,False,False,False,False,False,0
1125,band_hum__Q0_0_1_Q1_0_25__salience_mean,False,False,False,False,False,False,0
1126,band_hum__Q0_0_1_Q1_0_25__length_stdev,False,False,False,False,False,False,0
1127,band_hum__Q0_0_1_Q1_0_25__length_skew,False,False,False,False,False,False,0
1128,band_hum__Q0_0_1_Q1_0_25__length_mean,False,False,False,False,False,False,0
1129,band_hum__Q0_0_1_Q1_0_25__instances,False,False,False,False,False,False,0
1130,band_hum__Q0_0_1_Q1_0_25__frequency_stdev,False,False,False,False,False,False,0
1131,band_hum__Q0_0_1_Q1_0_25__frequency_skew,False,False,False,False,False,False,0
1132,band_hum__Q0_0_1_Q1_0_25__frequency_mean,False,False,False,False,False,False,0
1133,band_flat_std,False,False,False,False,False,False,0
1134,band_flat_skew,False,False,False,False,False,False,0
1135,band_flat_mean,False,False,False,False,False,False,0
1136,band_discontinuity_locations_stdev,False,False,False,False,False,False,0
1137,band_discontinuity_locations_skew,False,False,False,False,False,False,0
1138,band_discontinuity_locations_mean,False,False,False,False,False,False,0
1139,band_discontinuity_instances,False,False,False,False,False,False,0
1140,band_discontinuity_amplitudes_stdev,False,False,False,False,False,False,0
1141,band_discontinuity_amplitudes_skew,False,False,False,False,False,False,0
1142,band_discontinuity_amplitudes_mean,False,False,False,False,False,False,0
1143,band_contrast_6_std,False,False,False,False,False,False,0
1144,band_contrast_6_mean,False,False,False,False,False,False,0
1145,band_contrast_5_std,False,False,False,False,False,False,0
1146,band_contrast_5_mean,False,False,False,False,False,False,0
1147,band_contrast_4_std,False,False,False,False,False,False,0
1148,band_contrast_4_mean,False,False,False,False,False,False,0
1149,band_contrast_3_std,False,False,False,False,False,False,0
1150,band_contrast_3_mean,False,False,False,False,False,False,0
1151,band_contrast_2_std,False,False,False,False,False,False,0
1152,band_contrast_2_mean,False,False,False,False,False,False,0
1153,band_contrast_1_std,False,False,False,False,False,False,0
1154,band_contrast_1_mean,False,False,False,False,False,False,0
1155,band_contrast_0_std,False,False,False,False,False,False,0
1156,band_contrast_0_mean,False,False,False,False,False,False,0
1157,band_clicks_starts_stdev,False,False,False,False,False,False,0
1158,band_clicks_starts_skew,False,False,False,False,False,False,0
1159,band_clicks_starts_mean,False,False,False,False,False,False,0
1160,band_clicks_instances,False,False,False,False,False,False,0
1161,band_clicks_durations_stdev,False,False,False,False,False,False,0
1162,band_clicks_durations_skew,False,False,False,False,False,False,0
1163,band_clicks_durations_mean,False,False,False,False,False,False,0
1164,band_chroma_9_std,False,False,False,False,False,False,0
1165,band_chroma_9_mean,False,False,False,False,False,False,0
1166,band_chroma_8_std,False,False,False,False,False,False,0
1167,band_chroma_8_mean,False,False,False,False,False,False,0
1168,band_chroma_7_std,False,False,False,False,False,False,0
1169,band_chroma_7_mean,False,False,False,False,False,False,0
1170,band_chroma_6_std,False,False,False,False,False,False,0
1171,band_chroma_6_mean,False,False,False,False,False,False,0
1172,band_chroma_5_std,False,False,False,False,False,False,0
1173,band_chroma_5_mean,False,False,False,False,False,False,0
1174,band_chroma_4_std,False,False,False,False,False,False,0
1175,band_chroma_3_std,False,False,False,False,False,False,0
1176,band_chroma_3_mean,False,False,False,False,False,False,0
1177,band_chroma_2_std,False,False,False,False,False,False,0
1178,band_chroma_2_mean,False,False,False,False,False,False,0
1179,band_chroma_1_std,False,False,False,False,False,False,0
1180,band_chroma_1_mean,False,False,False,False,False,False,0
1181,band_chroma_11_std,False,False,False,False,False,False,0
1182,band_chroma_11_mean,False,False,False,False,False,False,0
1183,band_chroma_10_std,False,False,False,False,False,False,0
1184,band_chroma_10_mean,False,False,False,False,False,False,0
1185,band_chroma_0_std,False,False,False,False,False,False,0
1186,band_chroma_0_mean,False,False,False,False,False,False,0
1187,band_cent_std,False,False,False,False,False,False,0
1188,band_cent_skew,False,False,False,False,False,False,0
1189,band_cent_mean,False,False,False,False,False,False,0
